Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
CB1 0JE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-01-01,2010-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-01-01,2008-08-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB1 0JG,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-01-01,2010-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JH,Yes,52.192267,0.137208,546184,257045,TL461570,"Coleridge","Cambridge, unparished area",2017-04-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0JJ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-03-01,2009-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-03-01,2011-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JN,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-09-01,2012-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JP,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2008-04-01,2017-04-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0JQ,No,52.191807,0.13707,546176,256993,TL461569,"Coleridge","Cambridge, unparished area",2011-05-01,2015-04-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0JR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-04-01,2010-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JS,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2012-07-01,2017-07-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0JT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-05-01,2009-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JU,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2008-05-01,2018-06-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0JW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-05-01,2014-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-07-01,2014-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-06-01,2009-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0JZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-06-01,2009-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-09-01,2011-10-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-09-01,2011-10-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LD,Yes,52.192267,0.137208,546184,257045,TL461570,"Coleridge","Cambridge, unparished area",2018-11-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0LF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-10-01,2010-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LG,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-11-01,2011-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-11-01,2011-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LJ,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2008-11-01,2018-01-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0LL,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2008-11-01,2018-01-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0LN,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2015-02-01,2016-02-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0LP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-12-01,2010-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-12-01,2010-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-12-01,2010-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-12-01,2012-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0LT,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2008-12-01,2016-02-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0LU,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2009-02-01,2016-01-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0LW,No,52.191807,0.13707,546176,256993,TL461569,"Coleridge","Cambridge, unparished area",2009-01-01,2015-02-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0LX,No,52.191807,0.13707,546176,256993,TL461569,"Coleridge","Cambridge, unparished area",2009-02-01,2015-03-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0LY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-02-01,2010-03-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-03-01,2009-10-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB1 0NB,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2016-05-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0ND,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-04-01,2011-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-04-01,2009-11-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB1 0NF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-05-01,2010-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NG,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2011-06-01,2013-07-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-05-01,2010-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NJ,No,52.191807,0.13707,546176,256993,TL461569,"Coleridge","Cambridge, unparished area",2009-05-01,2015-12-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0NL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-06-01,2010-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NN,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-06-01,2010-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-06-01,2010-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-07-01,2010-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-06-01,2010-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-08-01,2011-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-08-01,2010-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NU,No,52.192267,0.137208,546184,257045,TL461570,"Coleridge","Cambridge, unparished area",2017-08-01,2018-03-01,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0NW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-08-01,2010-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-09-01,2010-05-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-10-01,2011-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0NZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-10-01,2010-12-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0PA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-11-01,2010-12-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0PB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2011-01-01,2011-07-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0PD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-11-01,2010-12-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0PE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-11-01,2012-12-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0PF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2009-12-01,2011-12-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0PG,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2009-12-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 0PH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2010-01-01,2014-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0PJ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2010-01-01,2013-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 0PL,No,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2010-01-01,2019-02-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
